"","DEPARTAMENTO","PROVINCIA","DISTRITO","deaths_distrito","deaths_provincia","deaths_departamento","distr_prov","prov_dpto","distr_dpto"
"954","LAMBAYEQUE","","JOSE LEONARDO ORTIZ",16,197,2157,8.1,9.1,0.7
"955","LAMBAYEQUE","","JOSE LEONARDO ORTIZ - CHICLAYO",1,197,2157,0.5,9.1,0
"956","LAMBAYEQUE","","LA VICTORIA",10,197,2157,5.1,9.1,0.5
"957","LAMBAYEQUE","","LAMBAYEQUE",9,197,2157,4.6,9.1,0.4
"958","LAMBAYEQUE","","MOCHUMI",6,197,2157,3,9.1,0.3
"959","LAMBAYEQUE","","MONSEF<da>",1,197,2157,0.5,9.1,0
"960","LAMBAYEQUE","","MONSEFU",3,197,2157,1.5,9.1,0.1
"961","LAMBAYEQUE","","MORROPE",8,197,2157,4.1,9.1,0.4
"962","LAMBAYEQUE","","MOTUPE",1,197,2157,0.5,9.1,0
"963","LAMBAYEQUE","","OLMOS",2,197,2157,1,9.1,0.1
"964","LAMBAYEQUE","","PACORA",4,197,2157,2,9.1,0.2
"965","LAMBAYEQUE","","PATAPO",4,197,2157,2,9.1,0.2
"966","LAMBAYEQUE","","PICSI",2,197,2157,1,9.1,0.1
"967","LAMBAYEQUE","","PIMENTEL",1,197,2157,0.5,9.1,0
"968","LAMBAYEQUE","","PITIPO",1,197,2157,0.5,9.1,0
"969","LAMBAYEQUE","","SALAS",2,197,2157,1,9.1,0.1
"970","LAMBAYEQUE","","SAN JOS<c9>",1,197,2157,0.5,9.1,0
"971","LAMBAYEQUE","","SANTA ROSA",5,197,2157,2.5,9.1,0.2
"972","LAMBAYEQUE","","TUCUME",5,197,2157,2.5,9.1,0.2
"973","LAMBAYEQUE","","TUMAN",1,197,2157,0.5,9.1,0
"974","LAMBAYEQUE","CHICLAYO","CAYALTI",21,1486,2157,1.4,68.9,1
"975","LAMBAYEQUE","CHICLAYO","CHICLAYO",755,1486,2157,50.8,68.9,35
"976","LAMBAYEQUE","CHICLAYO","CHONGOYAPE",19,1486,2157,1.3,68.9,0.9
"977","LAMBAYEQUE","CHICLAYO","ETEN",27,1486,2157,1.8,68.9,1.3
"978","LAMBAYEQUE","CHICLAYO","ETEN PUERTO",2,1486,2157,0.1,68.9,0.1
"979","LAMBAYEQUE","CHICLAYO","JOSE LEONARDO ORTIZ",236,1486,2157,15.9,68.9,10.9
"980","LAMBAYEQUE","CHICLAYO","LA VICTORIA",134,1486,2157,9,68.9,6.2
"981","LAMBAYEQUE","CHICLAYO","LAGUNAS",19,1486,2157,1.3,68.9,0.9
"982","LAMBAYEQUE","CHICLAYO","MONSEFU",42,1486,2157,2.8,68.9,1.9
"983","LAMBAYEQUE","CHICLAYO","NUEVA ARICA",2,1486,2157,0.1,68.9,0.1
"984","LAMBAYEQUE","CHICLAYO","OYOTUN",6,1486,2157,0.4,68.9,0.3
"985","LAMBAYEQUE","CHICLAYO","PATAPO",37,1486,2157,2.5,68.9,1.7
"986","LAMBAYEQUE","CHICLAYO","PICSI",20,1486,2157,1.3,68.9,0.9
"987","LAMBAYEQUE","CHICLAYO","PIMENTEL",41,1486,2157,2.8,68.9,1.9
"988","LAMBAYEQUE","CHICLAYO","POMALCA",34,1486,2157,2.3,68.9,1.6
"989","LAMBAYEQUE","CHICLAYO","PUCALA",20,1486,2157,1.3,68.9,0.9
"990","LAMBAYEQUE","CHICLAYO","REQUE",16,1486,2157,1.1,68.9,0.7
"991","LAMBAYEQUE","CHICLAYO","SA<d1>A",5,1486,2157,0.3,68.9,0.2
"992","LAMBAYEQUE","CHICLAYO","SANTA ROSA",18,1486,2157,1.2,68.9,0.8
"993","LAMBAYEQUE","CHICLAYO","TUMAN",32,1486,2157,2.2,68.9,1.5
"994","LAMBAYEQUE","EXTRANJERO","EXTRANJERO",1,1,2157,100,0,0
"995","LAMBAYEQUE","FERRE´.¢AFE","PITIPO",1,2,2157,50,0.1,0
"996","LAMBAYEQUE","FERRE´.¢AFE","PUEBLO NUEVO",1,2,2157,50,0.1,0
"997","LAMBAYEQUE","FERRE<d1>AFE","CA<d1>ARIS",2,149,2157,1.3,6.9,0.1
"998","LAMBAYEQUE","FERRE<d1>AFE","FERRE<d1>AFE",104,149,2157,69.8,6.9,4.8
"999","LAMBAYEQUE","FERRE<d1>AFE","INCAHUASI",3,149,2157,2,6.9,0.1
"1000","LAMBAYEQUE","FERRE<d1>AFE","MANUEL ANTONIO MESONES MURO",4,149,2157,2.7,6.9,0.2
"1001","LAMBAYEQUE","FERRE<d1>AFE","PITIPO",22,149,2157,14.8,6.9,1
"1002","LAMBAYEQUE","FERRE<d1>AFE","PUEBLO NUEVO",14,149,2157,9.4,6.9,0.6
"1003","LAMBAYEQUE","FERRENAFE","FERRENAFE",1,2,2157,50,0.1,0
"1004","LAMBAYEQUE","FERRENAFE","MANUEL ANTONIO MESONES MURO",1,2,2157,50,0.1,0
"1005","LAMBAYEQUE","LAMBAYEQUE","ILLIMO",20,318,2157,6.3,14.7,0.9
"1006","LAMBAYEQUE","LAMBAYEQUE","JAYANCA",16,318,2157,5,14.7,0.7
"1007","LAMBAYEQUE","LAMBAYEQUE","LAMBAYEQUE",96,318,2157,30.2,14.7,4.5
"1008","LAMBAYEQUE","LAMBAYEQUE","MOCHUMI",21,318,2157,6.6,14.7,1
"1009","LAMBAYEQUE","LAMBAYEQUE","MORROPE",24,318,2157,7.5,14.7,1.1
"1010","LAMBAYEQUE","LAMBAYEQUE","MOTUPE",38,318,2157,11.9,14.7,1.8
"1011","LAMBAYEQUE","LAMBAYEQUE","OLMOS",38,318,2157,11.9,14.7,1.8
"1012","LAMBAYEQUE","LAMBAYEQUE","PACORA",13,318,2157,4.1,14.7,0.6
"1013","LAMBAYEQUE","LAMBAYEQUE","SALAS",3,318,2157,0.9,14.7,0.1
"1014","LAMBAYEQUE","LAMBAYEQUE","SAN JOSE",11,318,2157,3.5,14.7,0.5
"1015","LAMBAYEQUE","LAMBAYEQUE","TUCUME",38,318,2157,11.9,14.7,1.8
"1016","LAMBAYEQUE","LIMA","SAN JUAN DE LURIGANCHO",1,1,2157,100,0,0
"1017","LAMBAYEQUE","PIURA","CASTILLA",1,1,2157,100,0,0
"1018","LIMA","","",102,129,20593,79.1,0.6,0.5
"1019","LIMA","","ANCON",1,129,20593,0.8,0.6,0
"1020","LIMA","","CARABAYLLO",1,129,20593,0.8,0.6,0
"1021","LIMA","","COMAS",3,129,20593,2.3,0.6,0
"1022","LIMA","","LA VICTORIA",2,129,20593,1.6,0.6,0
"1023","LIMA","","LIMA",1,129,20593,0.8,0.6,0
"1024","LIMA","","LOS OLIVOS",4,129,20593,3.1,0.6,0
"1025","LIMA","","PUENTE PIEDRA",1,129,20593,0.8,0.6,0
"1026","LIMA","","SAN JUAN DE LURIGANCHO",1,129,20593,0.8,0.6,0
"1027","LIMA","","SAN MARTIN DE PORRES",12,129,20593,9.3,0.6,0.1
"1028","LIMA","","SAN MIGUEL",1,129,20593,0.8,0.6,0
"1029","LIMA","BARRANCA","BARRANCA",159,301,20593,52.8,1.5,0.8
"1030","LIMA","BARRANCA","PARAMONGA",47,301,20593,15.6,1.5,0.2
"1031","LIMA","BARRANCA","PATIVILCA",33,301,20593,11,1.5,0.2
"1032","LIMA","BARRANCA","SUPE",38,301,20593,12.6,1.5,0.2
"1033","LIMA","BARRANCA","SUPE PUERTO",24,301,20593,8,1.5,0.1
"1034","LIMA","CA<d1>ETE","ASIA",5,421,20593,1.2,2,0
"1035","LIMA","CA<d1>ETE","CALANGO",2,421,20593,0.5,2,0
"1036","LIMA","CA<d1>ETE","CERRO AZUL",11,421,20593,2.6,2,0.1
"1037","LIMA","CA<d1>ETE","CHILCA",31,421,20593,7.4,2,0.2
"1038","LIMA","CA<d1>ETE","COAYLLO",9,421,20593,2.1,2,0
"1039","LIMA","CA<d1>ETE","IMPERIAL",87,421,20593,20.7,2,0.4
"1040","LIMA","CA<d1>ETE","LUNAHUANA",8,421,20593,1.9,2,0
"1041","LIMA","CA<d1>ETE","MALA",38,421,20593,9,2,0.2
"1042","LIMA","CA<d1>ETE","NUEVO IMPERIAL",28,421,20593,6.7,2,0.1
"1043","LIMA","CA<d1>ETE","PACARAN",1,421,20593,0.2,2,0
"1044","LIMA","CA<d1>ETE","QUILMANA",23,421,20593,5.5,2,0.1
"1045","LIMA","CA<d1>ETE","SAN ANTONIO",10,421,20593,2.4,2,0
"1046","LIMA","CA<d1>ETE","SAN LUIS",18,421,20593,4.3,2,0.1
"1047","LIMA","CA<d1>ETE","SAN VICENTE DE CA´.¢ETE",1,421,20593,0.2,2,0
"1048","LIMA","CA<d1>ETE","SAN VICENTE DE CA<d1>ETE",140,421,20593,33.3,2,0.7
"1049","LIMA","CA<d1>ETE","SANTA CRUZ DE FLORES",5,421,20593,1.2,2,0
"1050","LIMA","CA<d1>ETE","ZU<d1>IGA",4,421,20593,1,2,0
"1051","LIMA","CAJATAMBO","CAJATAMBO",1,2,20593,50,0,0
"1052","LIMA","CAJATAMBO","COPA",1,2,20593,50,0,0
"1053","LIMA","CANETE","ASIA",1,12,20593,8.3,0.1,0
"1054","LIMA","CANETE","CHILCA",2,12,20593,16.7,0.1,0
"1055","LIMA","CANETE","IMPERIAL",4,12,20593,33.3,0.1,0
"1056","LIMA","CANETE","LUNAHUANA",1,12,20593,8.3,0.1,0
"1057","LIMA","CANETE","MALA",3,12,20593,25,0.1,0
"1058","LIMA","CANETE","SAN LUIS",1,12,20593,8.3,0.1,0
"1059","LIMA","CANTA","ARAHUAY",2,19,20593,10.5,0.1,0
"1060","LIMA","CANTA","CANTA",7,19,20593,36.8,0.1,0
"1061","LIMA","CANTA","HUAMANTANGA",3,19,20593,15.8,0.1,0
"1062","LIMA","CANTA","HUAROS",2,19,20593,10.5,0.1,0
"1063","LIMA","CANTA","SAN BUENAVENTURA",1,19,20593,5.3,0.1,0
"1064","LIMA","CANTA","SANTA ROSA DE QUIVES",4,19,20593,21.1,0.1,0
"1065","LIMA","HUARAL","ATAVILLOS BAJO",5,418,20593,1.2,2,0
"1066","LIMA","HUARAL","AUCALLAMA",21,418,20593,5,2,0.1
"1067","LIMA","HUARAL","CHANCAY",145,418,20593,34.7,2,0.7
"1068","LIMA","HUARAL","HUARAL",236,418,20593,56.5,2,1.1
"1069","LIMA","HUARAL","IHUARI",4,418,20593,1,2,0
"1070","LIMA","HUARAL","LAMPIAN",2,418,20593,0.5,2,0
"1071","LIMA","HUARAL","SAN MIGUEL DE ACOS",1,418,20593,0.2,2,0
"1072","LIMA","HUARAL","SUMBILCA",3,418,20593,0.7,2,0
"1073","LIMA","HUARAL","VEINTISIETE DE NOVIEMBRE",1,418,20593,0.2,2,0
"1074","LIMA","HUAROCHIRI","ANTIOQUIA",1,121,20593,0.8,0.6,0
"1075","LIMA","HUAROCHIRI","CALLAHUANCA",1,121,20593,0.8,0.6,0
"1076","LIMA","HUAROCHIRI","CARAMPOMA",1,121,20593,0.8,0.6,0
"1077","LIMA","HUAROCHIRI","CASTA",2,121,20593,1.7,0.6,0
"1078","LIMA","HUAROCHIRI","CHICLA",2,121,20593,1.7,0.6,0
"1079","LIMA","HUAROCHIRI","HUANZA",1,121,20593,0.8,0.6,0
"1080","LIMA","HUAROCHIRI","HUAROCHIR-",1,121,20593,0.8,0.6,0
"1081","LIMA","HUAROCHIRI","HUAROCHIRI",14,121,20593,11.6,0.6,0.1
"1082","LIMA","HUAROCHIRI","LARAOS",1,121,20593,0.8,0.6,0
"1083","LIMA","HUAROCHIRI","MATUCANA",10,121,20593,8.3,0.6,0
"1084","LIMA","HUAROCHIRI","RICARDO PALMA",9,121,20593,7.4,0.6,0
"1085","LIMA","HUAROCHIRI","SAN ANTONIO",35,121,20593,28.9,0.6,0.2
"1086","LIMA","HUAROCHIRI","SAN BARTOLOME",1,121,20593,0.8,0.6,0
"1087","LIMA","HUAROCHIRI","SAN JOSE DE LOS CHORRILLOS",4,121,20593,3.3,0.6,0
"1088","LIMA","HUAROCHIRI","SAN MATEO",7,121,20593,5.8,0.6,0
"1089","LIMA","HUAROCHIRI","SAN MATEO DE OTAO",2,121,20593,1.7,0.6,0
"1090","LIMA","HUAROCHIRI","SAN PEDRO DE HUANCAYRE",2,121,20593,1.7,0.6,0
"1091","LIMA","HUAROCHIRI","SANTA CRUZ DE COCACHACRA",3,121,20593,2.5,0.6,0
"1092","LIMA","HUAROCHIRI","SANTA EULALIA",18,121,20593,14.9,0.6,0.1
"1093","LIMA","HUAROCHIRI","SANTO DOMINGO DE LOS OLLEROS",3,121,20593,2.5,0.6,0
"1094","LIMA","HUAROCHIRI","SURCO",3,121,20593,2.5,0.6,0
"1095","LIMA","HUAURA","AMBAR",3,609,20593,0.5,3,0
"1096","LIMA","HUAURA","CALETA DE CARQUIN",31,609,20593,5.1,3,0.2
"1097","LIMA","HUAURA","CHECRAS",3,609,20593,0.5,3,0
"1098","LIMA","HUAURA","HUACHO",242,609,20593,39.7,3,1.2
"1099","LIMA","HUAURA","HUALMAY",80,609,20593,13.1,3,0.4
"1100","LIMA","HUAURA","HUAURA",76,609,20593,12.5,3,0.4
"1101","LIMA","HUAURA","PACCHO",2,609,20593,0.3,3,0
"1102","LIMA","HUAURA","SANTA LEONOR",1,609,20593,0.2,3,0
"1103","LIMA","HUAURA","SANTA MARIA",104,609,20593,17.1,3,0.5
"1104","LIMA","HUAURA","SAYAN",34,609,20593,5.6,3,0.2
"1105","LIMA","HUAURA","VEGUETA",33,609,20593,5.4,3,0.2
"1106","LIMA","LIMA","ANCON",81,18517,20593,0.4,89.9,0.4
"1107","LIMA","LIMA","ATE",1023,18517,20593,5.5,89.9,5
"1108","LIMA","LIMA","BARRANCO",105,18517,20593,0.6,89.9,0.5
"1109","LIMA","LIMA","BRE´.¢A",10,18517,20593,0.1,89.9,0
"1110","LIMA","LIMA","BRE<d1>A",330,18517,20593,1.8,89.9,1.6
"1111","LIMA","LIMA","CARABAYLLO",423,18517,20593,2.3,89.9,2.1
"1112","LIMA","LIMA","CHACLACAYO",78,18517,20593,0.4,89.9,0.4
"1113","LIMA","LIMA","CHORRILLOS",634,18517,20593,3.4,89.9,3.1
"1114","LIMA","LIMA","CIENEGUILLA",27,18517,20593,0.1,89.9,0.1
"1115","LIMA","LIMA","COMAS",1216,18517,20593,6.6,89.9,5.9
"1116","LIMA","LIMA","EL AGUSTINO",573,18517,20593,3.1,89.9,2.8
"1117","LIMA","LIMA","INDEPENDENCIA",466,18517,20593,2.5,89.9,2.3
"1118","LIMA","LIMA","JESUS MARIA",347,18517,20593,1.9,89.9,1.7
"1119","LIMA","LIMA","LA MOLINA",207,18517,20593,1.1,89.9,1
"1120","LIMA","LIMA","LA VICTORIA",742,18517,20593,4,89.9,3.6
"1121","LIMA","LIMA","LIMA",1434,18517,20593,7.7,89.9,7
"1122","LIMA","LIMA","LINCE",194,18517,20593,1,89.9,0.9
"1123","LIMA","LIMA","LOS OLIVOS",619,18517,20593,3.3,89.9,3
"1124","LIMA","LIMA","LURIGANCHO",234,18517,20593,1.3,89.9,1.1
"1125","LIMA","LIMA","LURIN",138,18517,20593,0.7,89.9,0.7
"1126","LIMA","LIMA","MAGDALENA DEL MAR",124,18517,20593,0.7,89.9,0.6
"1127","LIMA","LIMA","MIRAFLORES",199,18517,20593,1.1,89.9,1
"1128","LIMA","LIMA","PACHACAMAC",110,18517,20593,0.6,89.9,0.5
"1129","LIMA","LIMA","PUCUSANA",29,18517,20593,0.2,89.9,0.1
"1130","LIMA","LIMA","PUEBLO LIBRE",208,18517,20593,1.1,89.9,1
"1131","LIMA","LIMA","PUENTE PIEDRA",424,18517,20593,2.3,89.9,2.1
"1132","LIMA","LIMA","PUNTA HERMOSA",10,18517,20593,0.1,89.9,0
"1133","LIMA","LIMA","PUNTA NEGRA",5,18517,20593,0,89.9,0
"1134","LIMA","LIMA","RIMAC",524,18517,20593,2.8,89.9,2.5
"1135","LIMA","LIMA","SAN BARTOLO",16,18517,20593,0.1,89.9,0.1
"1136","LIMA","LIMA","SAN BORJA",154,18517,20593,0.8,89.9,0.7
"1137","LIMA","LIMA","SAN ISIDRO",80,18517,20593,0.4,89.9,0.4
"1138","LIMA","LIMA","SAN JUAN DE LURIGANCHO",2056,18517,20593,11.1,89.9,10
"1139","LIMA","LIMA","SAN JUAN DE MIRAFLORES",814,18517,20593,4.4,89.9,4
"1140","LIMA","LIMA","SAN LUIS",111,18517,20593,0.6,89.9,0.5
"1141","LIMA","LIMA","SAN MARTIN DE PORRES",1320,18517,20593,7.1,89.9,6.4
"1142","LIMA","LIMA","SAN MIGUEL",247,18517,20593,1.3,89.9,1.2
"1143","LIMA","LIMA","SANTA ANITA",506,18517,20593,2.7,89.9,2.5
"1144","LIMA","LIMA","SANTA MARIA DEL MAR",2,18517,20593,0,89.9,0
"1145","LIMA","LIMA","SANTA ROSA",18,18517,20593,0.1,89.9,0.1
"1146","LIMA","LIMA","SANTIAGO DE SURCO",533,18517,20593,2.9,89.9,2.6
"1147","LIMA","LIMA","SURQUILLO",232,18517,20593,1.3,89.9,1.1
"1148","LIMA","LIMA","VILLA EL SALVADOR",1145,18517,20593,6.2,89.9,5.6
"1149","LIMA","LIMA","VILLA MARIA DEL TRIUNFO",769,18517,20593,4.2,89.9,3.7
"1150","LIMA","OYON","OYON",8,16,20593,50,0.1,0
"1151","LIMA","OYON","PACHANGARA",8,16,20593,50,0.1,0
"1152","LIMA","YAUYOS","CARANIA",1,28,20593,3.6,0.1,0
"1153","LIMA","YAUYOS","CATAHUASI",2,28,20593,7.1,0.1,0
"1154","LIMA","YAUYOS","CHOCOS",2,28,20593,7.1,0.1,0
"1155","LIMA","YAUYOS","COLONIA",2,28,20593,7.1,0.1,0
"1156","LIMA","YAUYOS","HONGOS",1,28,20593,3.6,0.1,0
"1157","LIMA","YAUYOS","HUA<d1>EC",2,28,20593,7.1,0.1,0
"1158","LIMA","YAUYOS","HUAMPARA",1,28,20593,3.6,0.1,0
"1159","LIMA","YAUYOS","HUANGASCAR",2,28,20593,7.1,0.1,0
"1160","LIMA","YAUYOS","HUANTAN",1,28,20593,3.6,0.1,0
"1161","LIMA","YAUYOS","LARAOS",1,28,20593,3.6,0.1,0
"1162","LIMA","YAUYOS","PUTINZA",3,28,20593,10.7,0.1,0
"1163","LIMA","YAUYOS","SAN PEDRO DE PILAS",1,28,20593,3.6,0.1,0
"1164","LIMA","YAUYOS","TAURIPAMPA",1,28,20593,3.6,0.1,0
"1165","LIMA","YAUYOS","TOMAS",1,28,20593,3.6,0.1,0
"1166","LIMA","YAUYOS","VI<d1>AC",1,28,20593,3.6,0.1,0
"1167","LIMA","YAUYOS","VITIS",1,28,20593,3.6,0.1,0
"1168","LIMA","YAUYOS","YAUYOS",5,28,20593,17.9,0.1,0
"1169","LORETO","","",67,169,1197,39.6,14.1,5.6
"1170","LORETO","","BELEN",4,169,1197,2.4,14.1,0.3
"1171","LORETO","","CONTAMANA",1,169,1197,0.6,14.1,0.1
"1172","LORETO","","IQUITOS",41,169,1197,24.3,14.1,3.4
"1173","LORETO","","NAPO",1,169,1197,0.6,14.1,0.1
"1174","LORETO","","NAUTA",1,169,1197,0.6,14.1,0.1
"1175","LORETO","","PUNCHANA",25,169,1197,14.8,14.1,2.1
"1176","LORETO","","RAMON CASTILLA",2,169,1197,1.2,14.1,0.2
"1177","LORETO","","SAN JUAN BAUTISTA",22,169,1197,13,14.1,1.8
"1178","LORETO","","VARGAS GUERRA",1,169,1197,0.6,14.1,0.1
"1179","LORETO","","YURIMAGUAS",4,169,1197,2.4,14.1,0.3
"1180","LORETO","ALTO AMAZONAS","JEBEROS",1,65,1197,1.5,5.4,0.1
"1181","LORETO","ALTO AMAZONAS","LAGUNAS",1,65,1197,1.5,5.4,0.1
"1182","LORETO","ALTO AMAZONAS","YURIMAGUAS",63,65,1197,96.9,5.4,5.3
"1183","LORETO","DATEM DEL MARA<d1>ON","ANDOAS",2,17,1197,11.8,1.4,0.2
"1184","LORETO","DATEM DEL MARA<d1>ON","BARRANCA",13,17,1197,76.5,1.4,1.1
"1185","LORETO","DATEM DEL MARA<d1>ON","MANSERICHE",2,17,1197,11.8,1.4,0.2
"1186","LORETO","DATEM DEL MARANON","BARRANCA",1,1,1197,100,0.1,0.1
"1187","LORETO","LORETO","NAUTA",44,59,1197,74.6,4.9,3.7
"1188","LORETO","LORETO","PARINARI",3,59,1197,5.1,4.9,0.3
"1189","LORETO","LORETO","TIGRE",2,59,1197,3.4,4.9,0.2
"1190","LORETO","LORETO","TROMPETEROS",8,59,1197,13.6,4.9,0.7
"1191","LORETO","LORETO","URARINAS",2,59,1197,3.4,4.9,0.2
"1192","LORETO","MARISCAL RAMON CASTILLA","PEBAS",12,60,1197,20,5,1
"1193","LORETO","MARISCAL RAMON CASTILLA","RAMON CASTILLA",33,60,1197,55,5,2.8
"1194","LORETO","MARISCAL RAMON CASTILLA","SAN PABLO",8,60,1197,13.3,5,0.7
"1195","LORETO","MARISCAL RAMON CASTILLA","YAVARI",7,60,1197,11.7,5,0.6
"1196","LORETO","MAYNAS","BELEN",69,727,1197,9.5,60.7,5.8
"1197","LORETO","MAYNAS","FERNANDO LORES",5,727,1197,0.7,60.7,0.4
"1198","LORETO","MAYNAS","INDIANA",14,727,1197,1.9,60.7,1.2
"1199","LORETO","MAYNAS","IQUITOS",392,727,1197,53.9,60.7,32.7
"1200","LORETO","MAYNAS","LAS AMAZONAS",3,727,1197,0.4,60.7,0.3
"1201","LORETO","MAYNAS","MAZAN",4,727,1197,0.6,60.7,0.3
"1202","LORETO","MAYNAS","NAPO",1,727,1197,0.1,60.7,0.1
"1203","LORETO","MAYNAS","PUNCHANA",124,727,1197,17.1,60.7,10.4
"1204","LORETO","MAYNAS","SAN JUAN BAUTISTA",115,727,1197,15.8,60.7,9.6
"1205","LORETO","PUTUMAYO","PUTUMAYO",5,5,1197,100,0.4,0.4
"1206","LORETO","REQUENA","CAPELO",3,49,1197,6.1,4.1,0.3
"1207","LORETO","REQUENA","JENARO HERRERA",8,49,1197,16.3,4.1,0.7
"1208","LORETO","REQUENA","MAQUIA",6,49,1197,12.2,4.1,0.5
"1209","LORETO","REQUENA","PUINAHUA",1,49,1197,2,4.1,0.1
"1210","LORETO","REQUENA","REQUENA",30,49,1197,61.2,4.1,2.5
"1211","LORETO","REQUENA","TAPICHE",1,49,1197,2,4.1,0.1
"1212","LORETO","UCAYALI","CONTAMANA",30,45,1197,66.7,3.8,2.5
"1213","LORETO","UCAYALI","INAHUAYA",2,45,1197,4.4,3.8,0.2
"1214","LORETO","UCAYALI","PADRE MARQUEZ",1,45,1197,2.2,3.8,0.1
"1215","LORETO","UCAYALI","SARAYACU",6,45,1197,13.3,3.8,0.5
"1216","LORETO","UCAYALI","VARGAS GUERRA",6,45,1197,13.3,3.8,0.5
"1217","MADRE DE DIOS","","",1,1,179,100,0.6,0.6
"1218","MADRE DE DIOS","MANU","FITZCARRALD",1,8,179,12.5,4.5,0.6
"1219","MADRE DE DIOS","MANU","HUEPETUHE",4,8,179,50,4.5,2.2
"1220","MADRE DE DIOS","MANU","MANU",3,8,179,37.5,4.5,1.7
"1221","MADRE DE DIOS","TAHUAMANU","I<d1>APARI",1,10,179,10,5.6,0.6
"1222","MADRE DE DIOS","TAHUAMANU","IBERIA",7,10,179,70,5.6,3.9
"1223","MADRE DE DIOS","TAHUAMANU","TAHUAMANU",2,10,179,20,5.6,1.1
"1224","MADRE DE DIOS","TAMBOPATA","INAMBARI",6,160,179,3.8,89.4,3.4
"1225","MADRE DE DIOS","TAMBOPATA","LABERINTO",4,160,179,2.5,89.4,2.2
"1226","MADRE DE DIOS","TAMBOPATA","LAS PIEDRAS",2,160,179,1.2,89.4,1.1
"1227","MADRE DE DIOS","TAMBOPATA","TAMBOPATA",148,160,179,92.5,89.4,82.7
"1228","MOQUEGUA","GENERAL SANCHEZ CERRO","CHOJATA",1,16,457,6.2,3.5,0.2
"1229","MOQUEGUA","GENERAL SANCHEZ CERRO","ICHU<d1>A",2,16,457,12.5,3.5,0.4
"1230","MOQUEGUA","GENERAL SANCHEZ CERRO","LA CAPILLA",2,16,457,12.5,3.5,0.4
"1231","MOQUEGUA","GENERAL SANCHEZ CERRO","MATALAQUE",3,16,457,18.8,3.5,0.7
"1232","MOQUEGUA","GENERAL SANCHEZ CERRO","OMATE",6,16,457,37.5,3.5,1.3
"1233","MOQUEGUA","GENERAL SANCHEZ CERRO","PUQUINA",1,16,457,6.2,3.5,0.2
"1234","MOQUEGUA","GENERAL SANCHEZ CERRO","QUINISTAQUILLAS",1,16,457,6.2,3.5,0.2
"1235","MOQUEGUA","ILO","EL ALGARROBAL",2,250,457,0.8,54.7,0.4
"1236","MOQUEGUA","ILO","ILO",237,250,457,94.8,54.7,51.9
"1237","MOQUEGUA","ILO","PACOCHA",11,250,457,4.4,54.7,2.4
"1238","MOQUEGUA","MARISCAL NIETO","CARUMAS",4,191,457,2.1,41.8,0.9
"1239","MOQUEGUA","MARISCAL NIETO","MOQUEGUA",162,191,457,84.8,41.8,35.4
"1240","MOQUEGUA","MARISCAL NIETO","SAMEGUA",11,191,457,5.8,41.8,2.4
"1241","MOQUEGUA","MARISCAL NIETO","SAN CRISTOBAL",5,191,457,2.6,41.8,1.1
"1242","MOQUEGUA","MARISCAL NIETO","TORATA",9,191,457,4.7,41.8,2
"1243","PASCO","","",2,2,244,100,0.8,0.8
"1244","PASCO","DANIEL ALCIDES CARRION","CHACAYAN",1,34,244,2.9,13.9,0.4
"1245","PASCO","DANIEL ALCIDES CARRION","GOYLLARISQUIZGA",3,34,244,8.8,13.9,1.2
"1246","PASCO","DANIEL ALCIDES CARRION","PAUCAR",3,34,244,8.8,13.9,1.2
"1247","PASCO","DANIEL ALCIDES CARRION","SAN PEDRO DE PILLAO",1,34,244,2.9,13.9,0.4
"1248","PASCO","DANIEL ALCIDES CARRION","SANTA ANA DE TUSI",7,34,244,20.6,13.9,2.9
"1249","PASCO","DANIEL ALCIDES CARRION","TAPUC",5,34,244,14.7,13.9,2
"1250","PASCO","DANIEL ALCIDES CARRION","VILCABAMBA",1,34,244,2.9,13.9,0.4
"1251","PASCO","DANIEL ALCIDES CARRION","YANAHUANCA",13,34,244,38.2,13.9,5.3
"1252","PASCO","OXAPAMPA","CHONTABAMBA",6,71,244,8.5,29.1,2.5
"1253","PASCO","OXAPAMPA","CIUDAD CONSTITUCION",5,71,244,7,29.1,2
"1254","PASCO","OXAPAMPA","CONSTITUCION",5,71,244,7,29.1,2
"1255","PASCO","OXAPAMPA","HUANCABAMBA",1,71,244,1.4,29.1,0.4
"1256","PASCO","OXAPAMPA","OXAPAMPA",11,71,244,15.5,29.1,4.5
"1257","PASCO","OXAPAMPA","PALCAZU",3,71,244,4.2,29.1,1.2
"1258","PASCO","OXAPAMPA","POZUZO",1,71,244,1.4,29.1,0.4
"1259","PASCO","OXAPAMPA","PUERTO BERMUDEZ",11,71,244,15.5,29.1,4.5
"1260","PASCO","OXAPAMPA","VILLA RICA",28,71,244,39.4,29.1,11.5
"1261","PASCO","PASCO","CHAUPIMARCA",37,137,244,27,56.1,15.2
"1262","PASCO","PASCO","HUACHON",3,137,244,2.2,56.1,1.2
"1263","PASCO","PASCO","HUARIACA",15,137,244,10.9,56.1,6.1
"1264","PASCO","PASCO","HUAYLLAY",8,137,244,5.8,56.1,3.3
"1265","PASCO","PASCO","NINACACA",3,137,244,2.2,56.1,1.2
"1266","PASCO","PASCO","OXAPAMPA",1,137,244,0.7,56.1,0.4
"1267","PASCO","PASCO","PALLANCHACRA",1,137,244,0.7,56.1,0.4
"1268","PASCO","PASCO","PAUCARTAMBO",15,137,244,10.9,56.1,6.1
